ProductBenefitRecommendedSIBetaID,ProductCode,BenefitCode,Age,RecommendedSI,DtmCreated,CreatedBy,DtmUpdated,UpdatedBy,DtmValidFrom,DtmValidTo
952,AFI,DTH,37,14000,25:42.3,System02,59:59.0,Shalok01,25:42.3,59:59.0
953,AFI,DTH,38,14000,25:42.3,System02,59:59.0,Shalok01,25:42.3,59:59.0
954,AFI,DTH,39,14000,25:42.3,System02,59:59.0,Shalok01,25:42.3,59:59.0
955,AFI,DTH,40,14000,25:42.3,System02,59:59.0,Shalok01,25:42.3,59:59.0
956,AFI,DTH,41,14000,25:42.4,System02,59:59.0,Shalok01,25:42.4,59:59.0
957,AFI,DTH,42,14000,25:42.4,System02,59:59.0,Shalok01,25:42.4,59:59.0
958,AFI,DTH,43,14000,25:42.4,System02,59:59.0,Shalok01,25:42.4,59:59.0
959,AFI,DTH,44,14000,25:42.4,System02,59:59.0,Shalok01,25:42.4,59:59.0
960,AFI,DTH,45,13000,25:42.4,System02,59:59.0,Shalok01,25:42.4,59:59.0
961,AFI,DTH,46,13000,25:42.4,System02,59:59.0,Shalok01,25:42.4,59:59.0
962,AFI,DTH,47,13000,25:42.5,System02,59:59.0,Shalok01,25:42.5,59:59.0
963,AFI,DTH,48,13000,25:42.5,System02,59:59.0,Shalok01,25:42.5,59:59.0
964,AFI,DTH,49,13000,25:42.5,System02,59:59.0,Shalok01,25:42.5,59:59.0
965,AFI,DTH,50,13000,25:42.5,System02,59:59.0,Shalok01,25:42.5,59:59.0
966,AFI,DTH,51,13000,25:42.5,System02,59:59.0,Shalok01,25:42.5,59:59.0
967,AFI,DTH,52,13000,25:42.5,System02,59:59.0,Shalok01,25:42.5,59:59.0
968,AFI,DTH,53,13000,25:42.6,System02,59:59.0,Shalok01,25:42.6,59:59.0
969,AFI,DTH,54,13000,25:42.6,System02,59:59.0,Shalok01,25:42.6,59:59.0
970,AFI,DTH,55,13000,25:42.6,System02,59:59.0,Shalok01,25:42.6,59:59.0
971,AFI,DTH,56,12000,25:42.6,System02,59:59.0,Shalok01,25:42.6,59:59.0
972,AFI,DTH,57,12000,25:42.6,System02,59:59.0,Shalok01,25:42.6,59:59.0
973,AFI,DTH,58,12000,25:42.6,System02,59:59.0,Shalok01,25:42.6,59:59.0
974,AFI,DTH,59,11000,25:42.7,System02,59:59.0,Shalok01,25:42.7,59:59.0
975,AFI,DTH,60,11000,25:42.7,System02,59:59.0,Shalok01,25:42.7,59:59.0
976,AFI,DTH,61,11000,25:42.7,System02,59:59.0,Shalok01,25:42.7,59:59.0
977,AFI,DTH,62,11000,25:42.7,System02,59:59.0,Shalok01,25:42.7,59:59.0
978,AFI,DTH,63,10000,25:42.7,System02,59:59.0,Shalok01,25:42.7,59:59.0
979,AFI,DTH,64,10000,25:42.7,System02,59:59.0,Shalok01,25:42.7,59:59.0
980,AFI,DTH,65,10000,25:42.8,System02,59:59.0,Shalok01,25:42.8,59:59.0
981,AFI,DTH,66,10000,25:42.8,System02,59:59.0,Shalok01,25:42.8,59:59.0
982,AFI,DTH,67,10000,25:42.8,System02,59:59.0,Shalok01,25:42.8,59:59.0
983,AFI,DTH,68,9000,25:42.8,System02,59:59.0,Shalok01,25:42.8,59:59.0
984,AFI,DTH,69,9000,25:42.8,System02,59:59.0,Shalok01,25:42.8,59:59.0
985,AFI,DTH,70,9000,25:42.8,System02,59:59.0,Shalok01,25:42.8,59:59.0
986,AFI,DTH,71,9000,25:42.9,System02,59:59.0,Shalok01,25:42.9,59:59.0
987,AFI,DTH,72,9000,25:42.9,System02,59:59.0,Shalok01,25:42.9,59:59.0
988,AFI,DTH,73,9000,25:42.9,System02,59:59.0,Shalok01,25:42.9,59:59.0
989,AFI,DTH,74,8000,25:42.9,System02,59:59.0,Shalok01,25:42.9,59:59.0
990,AFI,DTH,75,8000,25:42.9,System02,59:59.0,Shalok01,25:42.9,59:59.0
991,AFI,DTH,76,8000,25:42.9,System02,59:59.0,Shalok01,25:42.9,59:59.0
992,AFI,DTH,77,8000,25:43.0,System02,59:59.0,Shalok01,25:43.0,59:59.0
993,AFI,DTH,78,8000,25:43.0,System02,59:59.0,Shalok01,25:43.0,59:59.0
994,AFI,DTH,79,8000,25:43.0,System02,59:59.0,Shalok01,25:43.0,59:59.0
995,MFI,DTH,18,15000,25:43.0,System02,59:59.0,Shalok01,25:43.0,59:59.0
996,MFI,DTH,19,15000,25:43.0,System02,59:59.0,Shalok01,25:43.0,59:59.0
997,MFI,DTH,20,15000,25:43.0,System02,59:59.0,Shalok01,25:43.0,59:59.0
998,MFI,DTH,21,15000,25:43.1,System02,59:59.0,Shalok01,25:43.1,59:59.0
999,MFI,DTH,22,15000,25:43.1,System02,59:59.0,Shalok01,25:43.1,59:59.0
1000,MFI,DTH,23,15000,25:43.1,System02,59:59.0,Shalok01,25:43.1,59:59.0
1001,MFI,DTH,24,15000,25:43.1,System02,59:59.0,Shalok01,25:43.1,59:59.0
1002,MFI,DTH,25,15000,25:43.1,System02,59:59.0,Shalok01,25:43.1,59:59.0
1003,MFI,DTH,26,15000,25:43.1,System02,59:59.0,Shalok01,25:43.1,59:59.0
1004,MFI,DTH,27,15000,25:43.2,System02,59:59.0,Shalok01,25:43.2,59:59.0
1005,MFI,DTH,28,15000,25:43.2,System02,59:59.0,Shalok01,25:43.2,59:59.0
1006,MFI,DTH,29,15000,25:43.2,System02,59:59.0,Shalok01,25:43.2,59:59.0
1007,MFI,DTH,30,15000,25:43.2,System02,59:59.0,Shalok01,25:43.2,59:59.0
1008,MFI,DTH,31,15000,25:43.2,System02,59:59.0,Shalok01,25:43.2,59:59.0
1009,MFI,DTH,32,15000,25:43.3,System02,59:59.0,Shalok01,25:43.3,59:59.0
1010,MFI,DTH,33,15000,25:43.3,System02,59:59.0,Shalok01,25:43.3,59:59.0
1011,MFI,DTH,34,15000,25:43.3,System02,59:59.0,Shalok01,25:43.3,59:59.0
1012,MFI,DTH,35,15000,25:43.3,System02,59:59.0,Shalok01,25:43.3,59:59.0
1013,MFI,DTH,36,15000,25:43.3,System02,59:59.0,Shalok01,25:43.3,59:59.0
1014,MFI,DTH,37,15000,25:43.4,System02,59:59.0,Shalok01,25:43.4,59:59.0
1015,MFI,DTH,38,15000,25:43.4,System02,59:59.0,Shalok01,25:43.4,59:59.0
1016,MFI,DTH,39,15000,25:43.4,System02,59:59.0,Shalok01,25:43.4,59:59.0
1017,MFI,DTH,40,15000,25:43.4,System02,59:59.0,Shalok01,25:43.4,59:59.0
1018,MFI,DTH,41,15000,25:43.4,System02,59:59.0,Shalok01,25:43.4,59:59.0
1019,MFI,DTH,42,15000,25:43.5,System02,59:59.0,Shalok01,25:43.5,59:59.0
1020,MFI,DTH,43,15000,25:43.5,System02,59:59.0,Shalok01,25:43.5,59:59.0
1021,MFI,DTH,44,15000,25:43.5,System02,59:59.0,Shalok01,25:43.5,59:59.0
1022,MFI,DTH,45,15000,25:43.5,System02,59:59.0,Shalok01,25:43.5,59:59.0
1023,MFI,DTH,46,15000,25:43.5,System02,59:59.0,Shalok01,25:43.5,59:59.0
1024,MFI,DTH,47,15000,25:43.5,System02,59:59.0,Shalok01,25:43.5,59:59.0
1025,MFI,DTH,48,15000,25:43.6,System02,59:59.0,Shalok01,25:43.6,59:59.0
1026,MFI,DTH,49,15000,25:43.6,System02,59:59.0,Shalok01,25:43.6,59:59.0
1027,MFI,DTH,50,14000,25:43.6,System02,59:59.0,Shalok01,25:43.6,59:59.0
1028,MFI,DTH,51,13000,25:43.6,System02,59:59.0,Shalok01,25:43.6,59:59.0
1029,MFI,DTH,52,13000,25:43.6,System02,59:59.0,Shalok01,25:43.6,59:59.0
1030,MFI,DTH,53,13000,25:43.7,System02,59:59.0,Shalok01,25:43.7,59:59.0
1031,MFI,DTH,54,13000,25:43.7,System02,59:59.0,Shalok01,25:43.7,59:59.0
1032,MFI,DTH,55,13000,25:43.7,System02,59:59.0,Shalok01,25:43.7,59:59.0
1033,MFI,DTH,56,12000,25:43.7,System02,59:59.0,Shalok01,25:43.7,59:59.0
1034,MFI,DTH,57,12000,25:43.7,System02,59:59.0,Shalok01,25:43.7,59:59.0
1035,MFI,DTH,58,12000,25:43.7,System02,59:59.0,Shalok01,25:43.7,59:59.0
1036,MFI,DTH,59,12000,25:43.7,System02,59:59.0,Shalok01,25:43.7,59:59.0
1037,MFI,DTH,60,11000,25:43.8,System02,59:59.0,Shalok01,25:43.8,59:59.0
1038,MFI,DTH,61,11000,25:43.8,System02,59:59.0,Shalok01,25:43.8,59:59.0
1039,MFI,DTH,62,11000,25:43.8,System02,59:59.0,Shalok01,25:43.8,59:59.0
1040,MFI,DTH,63,11000,25:43.8,System02,59:59.0,Shalok01,25:43.8,59:59.0
1041,MFI,DTH,64,11000,25:43.8,System02,59:59.0,Shalok01,25:43.8,59:59.0
1042,MFI,DTH,65,10000,25:43.9,System02,59:59.0,Shalok01,25:43.9,59:59.0
1043,MFI,DTH,66,10000,25:43.9,System02,59:59.0,Shalok01,25:43.9,59:59.0
1044,MFI,DTH,67,10000,25:43.9,System02,59:59.0,Shalok01,25:43.9,59:59.0
1045,MFI,DTH,68,10000,25:43.9,System02,59:59.0,Shalok01,25:43.9,59:59.0
1046,MFI,DTH,69,9000,25:43.9,System02,59:59.0,Shalok01,25:43.9,59:59.0
1047,MFI,DTH,70,9000,25:43.9,System02,59:59.0,Shalok01,25:43.9,59:59.0
1048,MFI,DTH,71,9000,25:44.0,System02,59:59.0,Shalok01,25:44.0,59:59.0
1049,MFI,DTH,72,9000,25:44.0,System02,59:59.0,Shalok01,25:44.0,59:59.0
1050,MFI,DTH,73,9000,25:44.0,System02,59:59.0,Shalok01,25:44.0,59:59.0
1051,MFI,DTH,74,9000,25:44.0,System02,59:59.0,Shalok01,25:44.0,59:59.0
1052,MFI,DTH,75,9000,25:44.0,System02,59:59.0,Shalok01,25:44.0,59:59.0
1053,MFI,DTH,76,9000,25:44.0,System02,59:59.0,Shalok01,25:44.0,59:59.0
1054,MFI,DTH,77,9000,25:44.1,System02,59:59.0,Shalok01,25:44.1,59:59.0
1055,MFI,DTH,78,9000,25:44.1,System02,59:59.0,Shalok01,25:44.1,59:59.0
1056,MFI,DTH,79,9000,25:44.1,System02,59:59.0,Shalok01,25:44.1,59:59.0
1057,WAC,ADB,18,550000,25:44.1,System02,59:59.0,Shalok01,25:44.1,59:59.0
1058,WAC,ADB,19,550000,25:44.1,System02,59:59.0,Shalok01,25:44.1,59:59.0
1059,WAC,ADB,20,550000,25:44.1,System02,59:59.0,Shalok01,25:44.1,59:59.0
1060,WAC,ADB,21,550000,25:44.2,System02,59:59.0,Shalok01,25:44.2,59:59.0
1061,WAC,ADB,22,550000,25:44.2,System02,59:59.0,Shalok01,25:44.2,59:59.0
1062,WAC,ADB,23,550000,25:44.2,System02,59:59.0,Shalok01,25:44.2,59:59.0
1063,WAC,ADB,24,550000,25:44.2,System02,59:59.0,Shalok01,25:44.2,59:59.0
1064,WAC,ADB,25,550000,25:44.2,System02,59:59.0,Shalok01,25:44.2,59:59.0
1065,WAC,ADB,26,550000,25:44.3,System02,59:59.0,Shalok01,25:44.3,59:59.0
1066,WAC,ADB,27,550000,25:44.3,System02,59:59.0,Shalok01,25:44.3,59:59.0
1067,WAC,ADB,28,550000,25:44.3,System02,59:59.0,Shalok01,25:44.3,59:59.0
1068,WAC,ADB,29,550000,25:44.3,System02,59:59.0,Shalok01,25:44.3,59:59.0
1069,WAC,ADB,30,550000,25:44.3,System02,59:59.0,Shalok01,25:44.3,59:59.0
1070,WAC,ADB,31,550000,25:44.4,System02,59:59.0,Shalok01,25:44.4,59:59.0
1071,WAC,ADB,32,550000,25:44.4,System02,59:59.0,Shalok01,25:44.4,59:59.0
1072,WAC,ADB,33,550000,25:44.4,System02,59:59.0,Shalok01,25:44.4,59:59.0
1073,WAC,ADB,34,550000,25:44.4,System02,59:59.0,Shalok01,25:44.4,59:59.0
1074,WAC,ADB,35,550000,25:44.4,System02,59:59.0,Shalok01,25:44.4,59:59.0
1075,WAC,ADB,36,550000,25:44.4,System02,59:59.0,Shalok01,25:44.4,59:59.0
1076,WAC,ADB,37,550000,25:44.5,System02,59:59.0,Shalok01,25:44.5,59:59.0
1077,WAC,ADB,38,550000,25:44.5,System02,59:59.0,Shalok01,25:44.5,59:59.0
1078,WAC,ADB,39,550000,25:44.5,System02,59:59.0,Shalok01,25:44.5,59:59.0
1079,WAC,ADB,40,550000,25:44.5,System02,59:59.0,Shalok01,25:44.5,59:59.0
1080,WAC,ADB,41,550000,25:44.5,System02,59:59.0,Shalok01,25:44.5,59:59.0
1081,WAC,ADB,42,550000,25:44.6,System02,59:59.0,Shalok01,25:44.6,59:59.0
1082,WAC,ADB,43,550000,25:44.6,System02,59:59.0,Shalok01,25:44.6,59:59.0
1083,WAC,ADB,44,550000,25:44.6,System02,59:59.0,Shalok01,25:44.6,59:59.0
1084,WAC,ADB,45,550000,25:44.6,System02,59:59.0,Shalok01,25:44.6,59:59.0
1085,WAC,ADB,46,550000,25:44.6,System02,59:59.0,Shalok01,25:44.6,59:59.0
1086,WAC,ADB,47,550000,25:44.6,System02,59:59.0,Shalok01,25:44.6,59:59.0
1087,WAC,ADB,48,550000,25:44.7,System02,59:59.0,Shalok01,25:44.7,59:59.0
1088,WAC,ADB,49,550000,25:44.7,System02,59:59.0,Shalok01,25:44.7,59:59.0
1089,WAC,ADB,50,550000,25:44.7,System02,59:59.0,Shalok01,25:44.7,59:59.0
1090,WAC,ADB,51,550000,25:44.7,System02,59:59.0,Shalok01,25:44.7,59:59.0
1091,WAC,ADB,52,550000,25:44.7,System02,59:59.0,Shalok01,25:44.7,59:59.0
1092,WAC,ADB,53,550000,25:44.7,System02,59:59.0,Shalok01,25:44.7,59:59.0
1093,WAC,ADB,54,550000,25:44.8,System02,59:59.0,Shalok01,25:44.8,59:59.0
1094,WAC,ADB,55,550000,25:44.8,System02,59:59.0,Shalok01,25:44.8,59:59.0
1095,WAC,ADB,56,550000,25:44.8,System02,59:59.0,Shalok01,25:44.8,59:59.0
1096,WAC,ADB,57,550000,25:44.8,System02,59:59.0,Shalok01,25:44.8,59:59.0
1097,WAC,ADB,58,550000,25:44.8,System02,59:59.0,Shalok01,25:44.8,59:59.0
1098,WAC,ADB,59,550000,25:44.8,System02,59:59.0,Shalok01,25:44.8,59:59.0
1099,WAC,ADB,60,550000,25:44.9,System02,59:59.0,Shalok01,25:44.9,59:59.0
1100,WAC,ADB,61,550000,25:44.9,System02,59:59.0,Shalok01,25:44.9,59:59.0
1101,WAC,ADB,62,550000,25:44.9,System02,59:59.0,Shalok01,25:44.9,59:59.0
1102,WAC,ADB,63,550000,25:44.9,System02,59:59.0,Shalok01,25:44.9,59:59.0
1103,WAC,ADB,64,550000,25:44.9,System02,59:59.0,Shalok01,25:44.9,59:59.0
1104,WAC,ADB,65,550000,25:45.0,System02,59:59.0,Shalok01,25:45.0,59:59.0
1105,WFL,DTH,18,550000,25:45.0,System02,59:59.0,Shalok01,25:45.0,59:59.0
1106,WFL,DTH,19,550000,25:45.0,System02,59:59.0,Shalok01,25:45.0,59:59.0
1107,WFL,DTH,20,550000,25:45.0,System02,59:59.0,Shalok01,25:45.0,59:59.0
1108,WFL,DTH,21,550000,25:45.0,System02,59:59.0,Shalok01,25:45.0,59:59.0
1109,WFL,DTH,22,550000,25:45.1,System02,59:59.0,Shalok01,25:45.1,59:59.0
1110,WFL,DTH,23,550000,25:45.1,System02,59:59.0,Shalok01,25:45.1,59:59.0
1111,WFL,DTH,24,550000,25:45.1,System02,59:59.0,Shalok01,25:45.1,59:59.0
1112,WFL,DTH,25,550000,25:45.1,System02,59:59.0,Shalok01,25:45.1,59:59.0
1113,WFL,DTH,26,550000,25:45.1,System02,59:59.0,Shalok01,25:45.1,59:59.0
1114,WFL,DTH,27,550000,25:45.1,System02,59:59.0,Shalok01,25:45.1,59:59.0
1115,WFL,DTH,28,550000,25:45.2,System02,59:59.0,Shalok01,25:45.2,59:59.0
1116,WFL,DTH,29,600000,25:45.2,System02,59:59.0,Shalok01,25:45.2,59:59.0
1117,WFL,DTH,30,600000,25:45.2,System02,59:59.0,Shalok01,25:45.2,59:59.0
1118,WFL,DTH,31,600000,25:45.2,System02,59:59.0,Shalok01,25:45.2,59:59.0
1119,WFL,DTH,32,600000,25:45.2,System02,59:59.0,Shalok01,25:45.2,59:59.0
1120,WFL,DTH,33,600000,25:45.3,System02,59:59.0,Shalok01,25:45.3,59:59.0
1121,WFL,DTH,34,600000,25:45.3,System02,59:59.0,Shalok01,25:45.3,59:59.0
1122,WFL,DTH,35,600000,25:45.3,System02,59:59.0,Shalok01,25:45.3,59:59.0
1123,WFL,DTH,36,600000,25:45.3,System02,59:59.0,Shalok01,25:45.3,59:59.0
1124,WFL,DTH,37,600000,25:45.4,System02,59:59.0,Shalok01,25:45.4,59:59.0
1125,WFL,DTH,38,550000,25:45.4,System02,59:59.0,Shalok01,25:45.4,59:59.0
1126,WFL,DTH,39,550000,25:45.4,System02,59:59.0,Shalok01,25:45.4,59:59.0
1127,WFL,DTH,40,550000,25:45.4,System02,59:59.0,Shalok01,25:45.4,59:59.0
1128,WFL,DTH,41,550000,25:45.4,System02,59:59.0,Shalok01,25:45.4,59:59.0
1129,WFL,DTH,42,550000,25:45.4,System02,59:59.0,Shalok01,25:45.4,59:59.0
1130,WFL,DTH,43,500000,25:45.5,System02,59:59.0,Shalok01,25:45.5,59:59.0
1131,WFL,DTH,44,450000,25:45.5,System02,59:59.0,Shalok01,25:45.5,59:59.0
1132,WFL,DTH,45,450000,25:45.5,System02,59:59.0,Shalok01,25:45.5,59:59.0
1133,WFL,DTH,46,450000,25:45.5,System02,59:59.0,Shalok01,25:45.5,59:59.0
1134,WFL,DTH,47,400000,25:45.5,System02,59:59.0,Shalok01,25:45.5,59:59.0
1135,WFL,DTH,48,400000,25:45.6,System02,59:59.0,Shalok01,25:45.6,59:59.0
1136,WFL,DTH,49,400000,25:45.6,System02,59:59.0,Shalok01,25:45.6,59:59.0
1137,WFL,DTH,50,350000,25:45.6,System02,59:59.0,Shalok01,25:45.6,59:59.0
1138,WFL,DTH,51,350000,25:45.6,System02,59:59.0,Shalok01,25:45.6,59:59.0
1139,WFL,DTH,52,350000,25:45.6,System02,59:59.0,Shalok01,25:45.6,59:59.0
1140,WFL,DTH,53,350000,25:45.6,System02,59:59.0,Shalok01,25:45.6,59:59.0
1141,WFL,DTH,54,350000,25:45.7,System02,59:59.0,Shalok01,25:45.7,59:59.0
1142,WFL,DTH,55,300000,25:45.7,System02,59:59.0,Shalok01,25:45.7,59:59.0
1143,WFL,DTH,56,300000,25:45.7,System02,59:59.0,Shalok01,25:45.7,59:59.0
1144,WFL,DTH,57,300000,25:45.7,System02,59:59.0,Shalok01,25:45.7,59:59.0
1145,WFL,DTH,58,300000,25:45.7,System02,59:59.0,Shalok01,25:45.7,59:59.0
1146,WFL,DTH,59,300000,25:45.7,System02,59:59.0,Shalok01,25:45.7,59:59.0
1147,WFL,DTH,60,300000,25:45.8,System02,59:59.0,Shalok01,25:45.8,59:59.0
1148,WFL,DTH,61,300000,25:45.8,System02,59:59.0,Shalok01,25:45.8,59:59.0
1149,WFL,DTH,62,300000,25:45.8,System02,59:59.0,Shalok01,25:45.8,59:59.0
1150,WFL,DTH,63,300000,25:45.8,System02,59:59.0,Shalok01,25:45.8,59:59.0
1151,WFL,DTH,64,300000,25:45.8,System02,59:59.0,Shalok01,25:45.8,59:59.0
1152,WFL,DTH,65,300000,25:45.8,System02,59:59.0,Shalok01,25:45.8,59:59.0
1153,WFI,DTH,18,15000,25:45.9,System02,59:59.0,Shalok01,25:45.9,59:59.0
1154,WFI,DTH,19,15000,25:45.9,System02,59:59.0,Shalok01,25:45.9,59:59.0
1155,WFI,DTH,20,15000,25:45.9,System02,59:59.0,Shalok01,25:45.9,59:59.0
1156,WFI,DTH,21,15000,25:45.9,System02,59:59.0,Shalok01,25:45.9,59:59.0
1157,WFI,DTH,22,15000,25:45.9,System02,59:59.0,Shalok01,25:45.9,59:59.0
1158,WFI,DTH,23,15000,25:46.0,System02,59:59.0,Shalok01,25:46.0,59:59.0
1159,WFI,DTH,24,15000,25:46.0,System02,59:59.0,Shalok01,25:46.0,59:59.0
1160,WFI,DTH,25,15000,25:46.0,System02,59:59.0,Shalok01,25:46.0,59:59.0
1161,WFI,DTH,26,15000,25:46.0,System02,59:59.0,Shalok01,25:46.0,59:59.0
1162,WFI,DTH,27,15000,25:46.0,System02,59:59.0,Shalok01,25:46.0,59:59.0
1163,WFI,DTH,28,15000,25:46.0,System02,59:59.0,Shalok01,25:46.0,59:59.0
1164,WFI,DTH,29,15000,25:46.1,System02,59:59.0,Shalok01,25:46.1,59:59.0
1165,WFI,DTH,30,15000,25:46.1,System02,59:59.0,Shalok01,25:46.1,59:59.0
1166,WFI,DTH,31,15000,25:46.1,System02,59:59.0,Shalok01,25:46.1,59:59.0
1167,WFI,DTH,32,15000,25:46.1,System02,59:59.0,Shalok01,25:46.1,59:59.0
1168,WFI,DTH,33,15000,25:46.1,System02,59:59.0,Shalok01,25:46.1,59:59.0
1169,WFI,DTH,34,15000,25:46.1,System02,59:59.0,Shalok01,25:46.1,59:59.0
1170,WFI,DTH,35,15000,25:46.2,System02,59:59.0,Shalok01,25:46.2,59:59.0
1171,WFI,DTH,36,15000,25:46.2,System02,59:59.0,Shalok01,25:46.2,59:59.0
1172,WFI,DTH,37,15000,25:46.2,System02,59:59.0,Shalok01,25:46.2,59:59.0
1173,WFI,DTH,38,15000,25:46.2,System02,59:59.0,Shalok01,25:46.2,59:59.0
1174,WFI,DTH,39,15000,25:46.2,System02,59:59.0,Shalok01,25:46.2,59:59.0
1175,WFI,DTH,40,15000,25:46.3,System02,59:59.0,Shalok01,25:46.3,59:59.0
1176,WFI,DTH,41,15000,25:46.3,System02,59:59.0,Shalok01,25:46.3,59:59.0
1177,WFI,DTH,42,15000,25:46.3,System02,59:59.0,Shalok01,25:46.3,59:59.0
1178,WFI,DTH,43,15000,25:46.3,System02,59:59.0,Shalok01,25:46.3,59:59.0
1179,WFI,DTH,44,15000,25:46.3,System02,59:59.0,Shalok01,25:46.3,59:59.0
1180,WFI,DTH,45,15000,25:46.4,System02,59:59.0,Shalok01,25:46.4,59:59.0
1181,WFI,DTH,46,15000,25:46.4,System02,59:59.0,Shalok01,25:46.4,59:59.0
1182,WFI,DTH,47,14000,25:46.4,System02,59:59.0,Shalok01,25:46.4,59:59.0
1183,WFI,DTH,48,13000,25:46.4,System02,59:59.0,Shalok01,25:46.4,59:59.0
1184,WFI,DTH,49,13000,25:46.4,System02,59:59.0,Shalok01,25:46.4,59:59.0
1185,WFI,DTH,50,13000,25:46.4,System02,59:59.0,Shalok01,25:46.4,59:59.0
1186,WFI,DTH,51,13000,25:46.5,System02,59:59.0,Shalok01,25:46.5,59:59.0
1187,WFI,DTH,52,13000,25:46.5,System02,59:59.0,Shalok01,25:46.5,59:59.0
1188,WFI,DTH,53,13000,25:46.5,System02,59:59.0,Shalok01,25:46.5,59:59.0
1189,WFI,DTH,54,12000,25:46.5,System02,59:59.0,Shalok01,25:46.5,59:59.0
1190,WFI,DTH,55,12000,25:46.5,System02,59:59.0,Shalok01,25:46.5,59:59.0
1191,WFI,DTH,56,12000,25:46.6,System02,59:59.0,Shalok01,25:46.6,59:59.0
1192,WFI,DTH,57,12000,25:46.6,System02,59:59.0,Shalok01,25:46.6,59:59.0
1193,WFI,DTH,58,12000,25:46.6,System02,59:59.0,Shalok01,25:46.6,59:59.0
1194,WFI,DTH,59,12000,25:46.6,System02,59:59.0,Shalok01,25:46.6,59:59.0
1195,WFI,DTH,60,12000,25:46.6,System02,59:59.0,Shalok01,25:46.6,59:59.0
1196,WFI,DTH,61,12000,25:46.6,System02,59:59.0,Shalok01,25:46.6,59:59.0
1197,WFI,DTH,62,12000,25:46.7,System02,59:59.0,Shalok01,25:46.7,59:59.0
1198,WFI,DTH,63,11000,25:46.7,System02,59:59.0,Shalok01,25:46.7,59:59.0
1199,WFI,DTH,64,11000,25:46.7,System02,59:59.0,Shalok01,25:46.7,59:59.0
1200,WFI,DTH,65,11000,25:46.7,System02,59:59.0,Shalok01,25:46.7,59:59.0
1201,WFI,DTH,66,11000,25:46.7,System02,59:59.0,Shalok01,25:46.7,59:59.0
1202,WFI,DTH,67,11000,25:46.7,System02,59:59.0,Shalok01,25:46.7,59:59.0
1203,WFI,DTH,68,10000,25:46.8,System02,59:59.0,Shalok01,25:46.8,59:59.0
1204,WFI,DTH,69,10000,25:46.8,System02,59:59.0,Shalok01,25:46.8,59:59.0
1205,WFI,DTH,70,9000,25:46.8,System02,59:59.0,Shalok01,25:46.8,59:59.0
1206,WFI,DTH,71,9000,25:46.8,System02,59:59.0,Shalok01,25:46.8,59:59.0
1207,WFI,DTH,72,9000,25:46.8,System02,59:59.0,Shalok01,25:46.8,59:59.0
1208,WFI,DTH,73,9000,25:46.8,System02,59:59.0,Shalok01,25:46.8,59:59.0
1209,WFI,DTH,74,9000,25:46.9,System02,59:59.0,Shalok01,25:46.9,59:59.0
1210,WFI,DTH,75,9000,25:46.9,System02,59:59.0,Shalok01,25:46.9,59:59.0
1211,WFI,DTH,76,9000,25:46.9,System02,59:59.0,Shalok01,25:46.9,59:59.0
1212,WFI,DTH,77,9000,25:46.9,System02,59:59.0,Shalok01,25:46.9,59:59.0
1213,WFI,DTH,78,9000,25:46.9,System02,59:59.0,Shalok01,25:46.9,59:59.0
1214,WFI,DTH,79,9000,25:47.0,System02,59:59.0,Shalok01,25:47.0,59:59.0
1215,HFT,DTH,18,15000,25:47.0,System02,59:59.0,Shalok01,25:47.0,59:59.0
1216,HFT,DTH,19,15000,25:47.0,System02,59:59.0,Shalok01,25:47.0,59:59.0
1217,HFT,DTH,20,15000,25:47.0,System02,59:59.0,Shalok01,25:47.0,59:59.0
1218,HFT,DTH,21,15000,25:47.0,System02,59:59.0,Shalok01,25:47.0,59:59.0
1219,HFT,DTH,22,15000,25:47.0,System02,59:59.0,Shalok01,25:47.0,59:59.0
1220,HFT,DTH,23,15000,25:47.1,System02,59:59.0,Shalok01,25:47.1,59:59.0
1221,HFT,DTH,24,15000,25:47.1,System02,59:59.0,Shalok01,25:47.1,59:59.0
1222,HFT,DTH,25,15000,25:47.1,System02,59:59.0,Shalok01,25:47.1,59:59.0
1223,HFT,DTH,26,15000,25:47.1,System02,59:59.0,Shalok01,25:47.1,59:59.0
1224,HFT,DTH,27,15000,25:47.1,System02,59:59.0,Shalok01,25:47.1,59:59.0
1225,HFT,DTH,28,15000,25:47.1,System02,59:59.0,Shalok01,25:47.1,59:59.0
1226,HFT,DTH,29,15000,25:47.2,System02,59:59.0,Shalok01,25:47.2,59:59.0
1227,HFT,DTH,30,15000,25:47.2,System02,59:59.0,Shalok01,25:47.2,59:59.0
1228,HFT,DTH,31,15000,25:47.2,System02,59:59.0,Shalok01,25:47.2,59:59.0
1229,HFT,DTH,32,15000,25:47.2,System02,59:59.0,Shalok01,25:47.2,59:59.0
1230,HFT,DTH,33,15000,25:47.2,System02,59:59.0,Shalok01,25:47.2,59:59.0
1231,HFT,DTH,34,15000,25:47.2,System02,59:59.0,Shalok01,25:47.2,59:59.0
1232,HFT,DTH,35,15000,25:47.3,System02,59:59.0,Shalok01,25:47.3,59:59.0
1233,HFT,DTH,36,15000,25:47.3,System02,59:59.0,Shalok01,25:47.3,59:59.0
1234,HFT,DTH,37,15000,25:47.3,System02,59:59.0,Shalok01,25:47.3,59:59.0
1235,HFT,DTH,38,15000,25:47.3,System02,59:59.0,Shalok01,25:47.3,59:59.0
